,id,sentence,subject_entity,object_entity,label
20,21,남아메리카의 일부 원주민은 나방의 유충·나방의 번데기·나방의 성충을 식용으로 했다.,"{'word': '나방의 성충', 'start_idx': 30, 'end_idx': 35, 'type': 'INS'}","{'word': '식용', 'start_idx': 38, 'end_idx': 39, 'type': 'POH'}",곤충:특성
245,248,"수천 종이 다양한 숙주의 피를 먹고 살며, 주로 포유류, 조류, 파충류, 양서류 등을 포함한 척추동물이 숙주가 되고 경우에 따라서는 어류가 숙주가 된다.","{'word': '척추동물', 'start_idx': 52, 'end_idx': 55, 'type': 'CLS'}","{'word': '포유류', 'start_idx': 27, 'end_idx': 29, 'type': 'CLS'}",생물분류:하위분류
825,874,"딱정벌레목에 속한 곤충으로는 무당벌레, 딱정벌레, 길앞잡이, 물방개, 장수풍뎅이 등이 있다.","{'word': '딱정벌레목', 'start_idx': 0, 'end_idx': 4, 'type': 'CLS'}","{'word': '물방개', 'start_idx': 34, 'end_idx': 36, 'type': 'INS'}",생물분류:하위분류
625,640,모기·모기붙이·등에·파리매·똥파리·초파리·집파리·쇠파리·쉬파리·각다귀 등이 이에 포함된다.,"{'word': '모기', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '쇠파리', 'start_idx': 27, 'end_idx': 29, 'type': 'INS'}",관계없음
205,208,"소금쟁이는 물 속이나 낙엽 밑에서 겨울잠을 자며, 겨울잠에서 깨어난 암컷은 봄이나 여름에 물에 떠있는 물체 위에 알을 낳는다.","{'word': '소금쟁이', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': '겨울잠', 'start_idx': 19, 'end_idx': 21, 'type': 'NOP'}",곤충:특성
256,259,"모기는 동물이나 사람의 피부에다 입을 찌르고 혈액의 응고를 방지하기 위하여 히루딘이라는 타액을 주입하는데, 이 타액 주입이 사람들에게 가려움을 느끼게 하며, 또한 이때 바이러스나 말라리아원충 등이 함께 주입되기도 한다.","{'word': '모기', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '히루딘', 'start_idx': 42, 'end_idx': 44, 'type': 'PHY'}",곤충:특성
895,944,"개미의 색깔도 가지각색인데, 대부분 붉은색, 검은색이며 녹색은 이보다 적다.","{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '검은색', 'start_idx': 25, 'end_idx': 27, 'type': 'PHY'}",곤충:특성
97,100,"개미의 애벌레는 Trophic egg나 척후 개미가 주어온 먹이감 조각과 씨앗같은 고체 먹이를 먹기도 하며, 어떤 종은 잡아온 먹이를 바로 갖다주기도 한다.","{'word': '개미의 애벌레', 'start_idx': 0, 'end_idx': 6, 'type': 'INS'}","{'word': 'Trophic egg', 'start_idx': 9, 'end_idx': 19, 'type': 'POH'}",곤충:먹이
579,586,"여러 동물은 모방을 통해 행동을 배울 수 있지만, 개미는 포유류 외에 서로 가르쳐주는 행동을 찾아 볼 수 있는 유일한 종일 것이다.","{'word': '개미', 'start_idx': 28, 'end_idx': 29, 'type': 'INS'}","{'word': '서로 가르쳐주는 행동', 'start_idx': 39, 'end_idx': 49, 'type': 'NOP'}",곤충:특성
515,519,"오스트레일리아의 맹그로브 습지에서 찾아 볼 수 있는 가시개미속의 물개미(""Polyrhachis sokolova"")는 수영을 할 수 있으며, 물 아래 개미집에서 서식한다.","{'word': '가시개미속의 물개미', 'start_idx': 29, 'end_idx': 38, 'type': 'INS'}","{'word': '수영', 'start_idx': 65, 'end_idx': 66, 'type': 'NOP'}",곤충:특성
818,867,올리고세와 마이오세에 개미는 화석으로 발견되는 전체 곤충 개체수의 20~40%를 점하게 되었다.,"{'word': '개미', 'start_idx': 12, 'end_idx': 13, 'type': 'INS'}","{'word': '20~40%', 'start_idx': 37, 'end_idx': 42, 'type': 'NOH'}",관계없음
1074,1125,"그외 곤충의 체액을 빨아먹는 육식성 동물들인 침노린재, 거미, 소금쟁이 등도 개미의 천적이다.","{'word': '개미', 'start_idx': 43, 'end_idx': 44, 'type': 'INS'}","{'word': '침노린재', 'start_idx': 25, 'end_idx': 28, 'type': 'INS'}",곤충:천적
1166,1222,"방아깨비 수컷이 소리를 내며 날아갈 때에 앞날개의 충돌은 없고, 뒷날개의 윗부분까지 충돌한다.","{'word': '방아깨비 수컷', 'start_idx': 0, 'end_idx': 6, 'type': 'INS'}","{'word': '앞날개', 'start_idx': 23, 'end_idx': 25, 'type': 'PHY'}",곤충:특성
270,273,"한편, 뒷다리는 방향타처럼 사용하는데, 뒷다리 하나가 없으면 방향을 잡지 못해 빙글빙글 돈다. 또한, 소금쟁이는 1초에 자기 몸 길이의 100배나 되는 거리까지 이동할 수 있다.","{'word': '소금쟁이', 'start_idx': 57, 'end_idx': 60, 'type': 'INS'}","{'word': '뒷다리', 'start_idx': 22, 'end_idx': 24, 'type': 'PHY'}",곤충:특성
834,883,"여왕개미는 혼인비행을 한 이후에 날개를 잃어버리며, 눈에 보이는 돌출부가 사라지면 여왕개미로서 구별된 모습을 드러낸다.","{'word': '여왕개미', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}","{'word': '혼인비행', 'start_idx': 6, 'end_idx': 9, 'type': 'NOP'}",곤충:특성
165,168,소금쟁이(water strider)는 노린재아목에 속하는 곤충 중에서 소금쟁이과(Gerridae)에 속한 종들을 말한다.,"{'word': '노린재아목', 'start_idx': 21, 'end_idx': 25, 'type': 'CLS'}","{'word': '소금쟁이', 'start_idx': 0, 'end_idx': 3, 'type': 'INS'}",생물분류:하위분류
651,674,"사슴벌레속(Genus ""Lucanus"")의 유일한 한국 서식종이며 홍다리사슴벌레와 마찬가지로 저온 지역을 좋아하는 고산성 종이다.","{'word': '사슴벌레속', 'start_idx': 0, 'end_idx': 4, 'type': 'CLS'}","{'word': '한국', 'start_idx': 28, 'end_idx': 29, 'type': 'LOC'}",생물분류:서식지
415,419,"앤팅이란, 새가 개미집에 앉아 개미를 줍거나 자신의 날개와 깃털에 놓아서 체외 기생충(ectoparasite)을 제거하는 것이다.","{'word': '개미', 'start_idx': 17, 'end_idx': 18, 'type': 'INS'}","{'word': '깃털', 'start_idx': 33, 'end_idx': 34, 'type': 'PHY'}",관계없음
520,524,"여왕개미는 30년 이상 살 수도 있으며, 일개미는 1~3년 정도 산다.","{'word': '일개미', 'start_idx': 23, 'end_idx': 25, 'type': 'INS'}","{'word': '1~3년', 'start_idx': 28, 'end_idx': 31, 'type': 'NOH'}",곤충:특성
635,650,나방은 알·유충·번데기 성충의 네 단계의 발생 과정을 거친다.,"{'word': '나방', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '알·유충·번데기 성충의 네 단계의 발생', 'start_idx': 4, 'end_idx': 24, 'type': 'PHY'}",곤충:특성
677,706,"나비는 주로 꽃의 꿀을 먹으면서 식물의 수정을 돕지만, 왕오색나비, 줄나비, 바둑돌부전나비 등의 일부 나비들은 조릿대에 기생하는 납작진딧물의 분비물, 나무나 과일의 즙을 먹는다.","{'word': '줄나비', 'start_idx': 38, 'end_idx': 40, 'type': 'INS'}","{'word': '나무나 과일의 즙', 'start_idx': 84, 'end_idx': 92, 'type': 'NOI'}",곤충:먹이
202,205,"숙주에게는 혈액을 잃는 것이 그다지 중요하지 않지만, 종종 모기의 침이 피부를 자극하는 발진을 일으켜 성가시게 한다.","{'word': '모기', 'start_idx': 33, 'end_idx': 34, 'type': 'INS'}","{'word': '침', 'start_idx': 37, 'end_idx': 37, 'type': 'PHY'}",곤충:특성
1047,1098,"개미는 생활 방식에 따라 군대 개미, 노예사냥개미, 수확개미, 목축개미, 꿀개미, 균류개미, 황소개미, 식물개미, 나무개미 아홉 무리로 나뉠 수 있다.","{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '식물개미', 'start_idx': 58, 'end_idx': 61, 'type': 'INS'}",곤충:하위분류
685,714,"물가에서 서식하는 진수서군곤충으로, 배의 제1-3배마디 복판이 서로 붙었고, 뒷다리 밑마디는 제1배마디와 유합하여 움직일 수 없으며, 몸길이는 약 3.5~4.5cm이다.","{'word': '진수서군곤충', 'start_idx': 10, 'end_idx': 15, 'type': 'INS'}","{'word': '물가', 'start_idx': 0, 'end_idx': 1, 'type': 'LOC'}",곤충:서식지
507,511,"늦봄과 초여름철(4~6월)에는 일본왕개미(""Camponotus japonicus"")나 짱구개미(""Messor aciculatus""), 갈색발왕개미(""Camponotus kiusiuensis""), 한국홍가슴개미(""Camponotus atrox""), 스미스개미(""Paratrechina flavipes"")가 결혼비행을 하고, 초여름부터 여름철(6~8월) 사이에서는 곰개미(""Formica japonica""), 주름개미(""Tetramorium caespitum""), 고동털개미(""Lasius japonicus""), 숲곰개미(Formica hayashi), 불개미(Formica yessensis)등의 개미 종들이 그리고 늦여름이 지난 가을(9월~11월)에는 황개미(""Lasius flavus""), 가시개미(""Polyrhachis lamellidens""), 일본침개미(""Pachycondyla javana""), 노랑꼬리치레개미(""Crematogaster osakensis""), 사쿠라개미(""Paratrechina sakurae"") 등의 종들이 막바지의 혼인 비행을 진행한다.","{'word': '노랑꼬리치레개미', 'start_idx': 450, 'end_idx': 457, 'type': 'INS'}","{'word': '혼인 비행', 'start_idx': 529, 'end_idx': 533, 'type': 'NOP'}",곤충:특성
1032,1083,꿀개미는 전 세계의 건조하고 따뜻한 지역에 산다.,"{'word': '꿀개미', 'start_idx': 0, 'end_idx': 2, 'type': 'INS'}","{'word': '건조하고 따뜻한 지역', 'start_idx': 11, 'end_idx': 21, 'type': 'LOC'}",곤충:서식지
134,137,"그 중 50종이 인간의 생활 장소에 적응하여 집 근처에서 서식하는데, 번식력과 환경에 대한 적응력이 강해서 대표적인 위생해충으로 지목되고 있으며, 잔날개바퀴, 독일바퀴, 미국바퀴, 호주바퀴 등이 이에 해당된다. 하지만 바퀴류 중 해를 끼치는 것은 1% 미만이다.","{'word': '잔날개바퀴', 'start_idx': 82, 'end_idx': 86, 'type': 'INS'}","{'word': '적응력', 'start_idx': 51, 'end_idx': 53, 'type': 'NOP'}",곤충:특성
872,921,앤트베이스(AntBase)나 벌목 명칭 서버(Hymenoptera Name Server) 등 온라인 개미종 데이터베이스에서는 지금까지 알려지거나 새로 들어온 종을 찾는 데 도움을 주고 있다.,"{'word': '개미종', 'start_idx': 56, 'end_idx': 58, 'type': 'CLS'}","{'word': '앤트베이스', 'start_idx': 0, 'end_idx': 4, 'type': 'POH'}",관계없음
771,817,"모기의 유생은 주머니에 빠져 부패하는 곤충이나 관련된 세균을 먹이로 삼는다. ""Wyeomyia"" 속이 그 예로, 무해한 ""Wyeomyia smithii""는 자색 병자초(""Sarracenia purpurea"")의 주머니에서만 알을 낳는다.","{'word': '모기의 유생', 'start_idx': 0, 'end_idx': 5, 'type': 'INS'}","{'word': '세균', 'start_idx': 30, 'end_idx': 31, 'type': ‘NOI'}",곤충:먹이
1265,1323,"다만, 대한민국에서는 메뚜기와 번데기를 주로 식용으로 쓰이며, 식약처에 의해 2014년에는 갈색거저리와 흰점박이꽃무지 유충이 식품 원료로써 인정되었다.","{'word': '메뚜기', 'start_idx': 12, 'end_idx': 14, 'type': 'INS'}","{'word': '식약처', 'start_idx': 35, 'end_idx': 37, 'type': 'POH'}",관계없음
1270,1328,잠자리는 짝짓기를 마친 후 물 속이나 물가 근처 식물에 알을 낳는다.,"{'word': '잠자리', 'start_idx': 0, 'end_idx': 2, 'type': 'INS'}","{'word': '짝짓기', 'start_idx': 5, 'end_idx': 7, 'type': 'NOP'}",곤충:특성
925,975,"곤충은 폐가 없어서, 산소와 이산화탄소 같은 기체는 소위 공기구멍이라고 불리는 작은 판막을 따라 그들의 외골격을 지나간다.","{'word': '곤충', 'start_idx': 0, 'end_idx': 1, 'type': 'CLS'}","{'word': '판막', 'start_idx': 47, 'end_idx': 48, 'type': 'PHY'}",생물분류:특징
1020,1071,"1966년 E.O. 윌슨과 동료들은 백악기에 살던 개미 화석 스페코미르마 프레이(""Sphecomyrma freyi"")를 발견하였다.","{'word': '개미', 'start_idx': 28, 'end_idx': 29, 'type': 'INS'}","{'word': '백악기', 'start_idx': 20, 'end_idx': 22, 'type': 'DAT'}",관계없음
566,573,개미의 씨앗 퍼뜨리기(myrmecochory)는 아프리카와 오스트레일리아에서 특히 광범위하게 이루어진다.,"{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '오스트레일리아', 'start_idx': 33, 'end_idx': 39, 'type': 'LOC'}",곤충:서식지
949,999,그러나 개미의 자원 소모 능력 때문에 건물에 침입하는 등 인간과 갈등을 일으키기도 한다.,"{'word': '개미', 'start_idx': 4, 'end_idx': 5, 'type': 'INS'}","{'word': '자원 소모 능력', 'start_idx': 8, 'end_idx': 15, 'type': 'NOP'}",곤충:특성
817,866,올리고세와 마이오세에 개미는 화석으로 발견되는 전체 곤충 개체수의 20~40%를 점하게 되었다.,"{'word': '개미', 'start_idx': 12, 'end_idx': 13, 'type': 'INS'}","{'word': '올리고세', 'start_idx': 0, 'end_idx': 3, 'type': 'DAT'}",관계없음
442,446,그러나 개미는 건물에 침입하거나 여타 경제적 손실을 일으키기도 한다.,"{'word': '개미', 'start_idx': 4, 'end_idx': 5, 'type': 'INS'}","{'word': '경제적 손실', 'start_idx': 21, 'end_idx': 26, 'type': 'POH'}",곤충:특성
266,269,"모기는 긴뿔파리류의 모깃과( Culicidae, '깔따구'(midge), '날벌레'(gnat)를 의미)에 속한다.","{'word': '모깃과', 'start_idx': 11, 'end_idx': 13, 'type': 'CLS'}","{'word': '모기', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}",생물분류:하위분류
790,839,"하루살이의 아성충은 하루살이의 성충과 거의 같은 형태이지만, 하루살이의 성충에 비해 털이 많고, 다리와 꼬리가 하루살이의 성충보다 가늘며 날개가 불투명한 등의 차이가 있으며, 성적으로 미성숙하다.","{'word': '하루살이의 아성충', 'start_idx': 0, 'end_idx': 8, 'type': 'INS'}","{'word': '다리', 'start_idx': 54, 'end_idx': 55, 'type': 'PHY'}",곤충:특성
841,890,"개미의 신경계는, 다리 끝까지 뻗어 있는 여러 개의 신경절과 가지로 이루어졌으며 몸의 상태를 유지시키는 역할을 하는 배신경(ventral nerve cord)으로 구성된다.","{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '배신경', 'start_idx': 65, 'end_idx': 67, 'type': 'PHY'}",곤충:특성
952,1002,딱정벌레목(Coleoptera)은 곤충의 종 가운데 40%인 35만여종을 차지하는 목이다.,"{'word': '딱정벌레목', 'start_idx': 0, 'end_idx': 4, 'type': 'CLS'}","{'word': '35만여종', 'start_idx': 34, 'end_idx': 38, 'type': 'NOH'}",생물분류:개체수
587,594,"이러한 분류체계에는 추가로 계통수의 단계통 분지에 따라 분지군 또는 계통군(Clade)을 두었는데(밑줄 표기함), 흡관아목처럼 분류체계내의 한 아목이면서도 계통수에서 단계통군인 경우에는 clade로 다시 명칭을 부여하지는 않는다.","{'word': '흡관아목', 'start_idx': 64, 'end_idx': 67, 'type': 'CLS'}","{'word': '명칭', 'start_idx': 114, 'end_idx': 115, 'type': 'POH'}",관계없음
115,118,"그러나 종종 대량 발생하여 시야를 가리거나, 불편함을 주거나, 길거리에 쌓여 자동차 운행에 방해가 되기도 한다. 2013년 5월 말 ~ 6월 초 압구정동 인근에서 대량의 동양하루살이가 불빛에 몰려들어 행인들의 불편을 초래하기도 했다.","{'word': '동양하루살이', 'start_idx': 95, 'end_idx': 100, 'type': 'INS'}","{'word': '2013년 5월 말 ~ 6월 초', 'start_idx': 63, 'end_idx': 79, 'type': 'DAT'}",관계없음
448,452,기생 개미는 숙주 개미집으로 들어가기 위해 다양한 방법을 쓴다.,"{'word': '개미', 'start_idx': 3, 'end_idx': 4, 'type': 'INS'}","{'word': '기생', 'start_idx': 0, 'end_idx': 1, 'type': 'NOP'}",곤충:특성
1161,1217,풀무치(Migratory Locust)는 메뚜기과에 속하는 곤충이다.,"{'word': '메뚜기과', 'start_idx': 23, 'end_idx': 26, 'type': 'CLS'}","{'word': '풀무치', 'start_idx': 0, 'end_idx': 2, 'type': 'INS'}",생물분류:하위분류
681,710,"나비목은 기록된 것만 16만 종 가량이 속해 있으며, 46개 상과와 127개 과로 분류된다.","{'word': '나비목', 'start_idx': 0, 'end_idx': 2, 'type': 'CLS'}","{'word': '16만 종', 'start_idx': 12, 'end_idx': 16, 'type': 'NOH'}",생물분류:개체수
69,70,잠자리 유충은 물에서 살다가 밖으로 나와서 생활한다.,"{'word': '잠자리 유충', 'start_idx': 0, 'end_idx': 5, 'type': 'INS'}","{'word': '물', 'start_idx': 8, 'end_idx': 8, 'type': 'LOC'}",곤충:서식지
1238,1296,"알에서 깨어난 잠자리 유충(수채,학배기)은 물속에서 아가미를 사용해서 숨을 쉬는데, 이때 물잠자리 또는 실잠자리류 유충은 기관아가미를 이용하여 호흡하고 왕잠자리나 잠자리류는 배에 있는 부속기로 호흡한다. (부속기들로 공기를 들이마시고 내뿜은 원리)그러나 강한 아래턱을 쏘아 올챙이, 물고기를 사냥하여 잡아먹고 자라난 후 물 밖으로 나와 탈피하여 성충이 된다.(불완전변태) 성충이 된 잠자리는 각다귀, 멸구, 끝검은매미충, 모기, 파리 등의 작은 곤충들을 가시가 많아 덫처럼 사용할 수 있는 다리로 사냥하여 잡아먹는데, 동족끼리 잡아먹기도 한다.","{'word': '잠자리', 'start_idx': 214, 'end_idx': 216, 'type': 'INS'}","{'word': '모기', 'start_idx': 236, 'end_idx': 237, 'type': 'INS'}",곤충:먹이
943,993,"개미는 남극 외에 모든 대륙에서 찾아볼 수 있으며, 그린란드, 아이슬란드, 폴리네시아 제도 일부 지역, 하와이 제도에는 토착 개미종이 없다.","{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '아이슬란드', 'start_idx': 35, 'end_idx': 39, 'type': 'LOC'}",곤충:서식지
1243,1301,개미학자는 실험실이나 자연에서 개미를 연구한다.,"{'word': '개미', 'start_idx': 17, 'end_idx': 18, 'type': 'INS'}","{'word': '개미학자', 'start_idx': 0, 'end_idx': 3, 'type': 'NOI'}",관계없음
317,320,모기()는 파리목 모기과(Culicidae)에 속하는 곤충을 이르는 말이다.,"{'word': '파리목', 'start_idx': 6, 'end_idx': 8, 'type': 'CLS'}","{'word': '모기', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}",생물분류:하위분류
273,276,"백악기보다 이른 시기의 화석은 발견되지 않았지만, 최근의 연구에서는 학질모기아과와 보통모기아과에 이르는 가장 이른 계통 분기가 2억 2,600만 년 전에 있었음이 제시되었다.","{'word': '학질모기아과', 'start_idx': 38, 'end_idx': 43, 'type': 'CLS'}","{'word': '2억 2,600만 년 전', 'start_idx': 71, 'end_idx': 83, 'type': ‘NOH'}",관계없음
1023,1074,"몇몇 개미들은 세 개의 작은 홑눈을 머리 꼭대기에 달고 있으며, 홑눈은 빛의 밝기를 파악하는 능력과 극성을 지니고 있다.","{'word': '개미', 'start_idx': 3, 'end_idx': 4, 'type': 'INS'}","{'word': '홑눈', 'start_idx': 16, 'end_idx': 17, 'type': 'PHY'}",곤충:특성
994,1044,"몸길이는 일개미는 4.5~8mm, 여왕개미는 9~12mm 정도이다.","{'word': '여왕개미', 'start_idx': 19, 'end_idx': 22, 'type': 'INS'}","{'word': '9~12mm', 'start_idx': 25, 'end_idx': 30, 'type': 'NOH'}",곤충:특성
1082,1133,"메뚜기목()은 메뚜기, 여치, 귀뚜라미 등이 속하는 곤충의 분류이다.","{'word': '메뚜기목', 'start_idx': 0, 'end_idx': 3, 'type': 'CLS'}","{'word': '메뚜기', 'start_idx': 8, 'end_idx': 10, 'type': 'INS'}",생물분류:하위분류
227,230,"시냇물이나 여울 등 돌과 암반 표면에 서식하는 납작하루살이과는 몸집이 크며 편평하고, 몸의 형태는 물의 저항을 줄일 수 있게 되어 있다.","{'word': '납작하루살이과', 'start_idx': 26, 'end_idx': 32, 'type': 'CLS'}","{'word': '시냇물', 'start_idx': 0, 'end_idx': 2, 'type': 'LOC'}",생물분류:서식지
342,345,세계 일부 지역(주로 아프리카와 남아메리카)에서는 군대개미같은 큰 개미를 봉합 수술에 쓴다.,"{'word': '군대개미', 'start_idx': 28, 'end_idx': 31, 'type': 'INS'}","{'word': '봉합 수술', 'start_idx': 41, 'end_idx': 45, 'type': 'POH'}",곤충:특성
1176,1232,"최근의 한국산 매미 목록에서 깽깽매미는 제외되었고, 고려풀매미와 풀매미 두 종은 같은 종으로 논문이 나왔다.","{'word': '깽깽매미', 'start_idx': 16, 'end_idx': 19, 'type': 'INS'}","{'word': '한국', 'start_idx': 4, 'end_idx': 5, 'type': 'LOC'}",관계없음
1040,1091,"개미는 생활 방식에 따라 군대 개미, 노예사냥개미, 수확개미, 목축개미, 꿀개미, 균류개미, 황소개미, 식물개미, 나무개미 아홉 무리로 나뉠 수 있다.","{'word': '개미', 'start_idx': 0, 'end_idx': 1, 'type': 'INS'}","{'word': '군대 개미', 'start_idx': 14, 'end_idx': 18, 'type': 'INS'}",곤충:하위분류
634,649,"일부 화석종 및 미분류군을 제외한 나머지 모든 종들은 나비목 안에서 네 개의 아목으로 구분되고, 그 중 흡관아목은 다시 여섯 개의 하목으로 나뉜다.","{'word': '나비목', 'start_idx': 30, 'end_idx': 32, 'type': 'CLS'}","{'word': '흡관아목', 'start_idx': 58, 'end_idx': 61, 'type': 'CLS'}",생물분류:하위분류
1254,1312,"풀무치속의 유일종이며, 황충(蝗蟲) 또는 누리라고도 불렸다. '이동메뚜기'라고도 하며, 북한의 생물명은 '이주메뚜기'다.","{'word': '풀무치속', 'start_idx': 0, 'end_idx': 3, 'type': 'CLS'}","{'word': '이동메뚜기', 'start_idx': 35, 'end_idx': 39, 'type': 'INS'}",생물분류:하위분류
765,811,"이것은 하루살이의 성충이 생식만을 위한 형태인 반면, 하루살이의 유충은 종마다 다른 환경에서 오랜 기간 생활하기 위해 각 생활 유형에 적응한 형태를 획득한 결과라고 할 수 있다.","{'word': '하루살이의 유충', 'start_idx': 30, 'end_idx': 37, 'type': 'INS'}","{'word': '생활 유형에 적응', 'start_idx': 68, 'end_idx': 76, 'type': 'NOP'}",곤충:특성
1203,1259,에스카몰레스(escamoles)라는 멕시코 음식에서는 두 종의 개미 알을 주 재료로 쓴다.,"{'word': '개미 알', 'start_idx': 35, 'end_idx': 38, 'type': 'INS'}","{'word': '에스카몰레스', 'start_idx': 0, 'end_idx': 5, 'type': 'POH'}",관계없음
797,846,단물을 모은 일개미들은 집으로 돌아와 동료인 꿀단지개미에게 먹인다.,"{'word': '꿀단지개미', 'start_idx': 25, 'end_idx': 29, 'type': 'INS'}","{'word': '단물', 'start_idx': 0, 'end_idx': 1, 'type': 'POH'}",곤충:먹이
758,804,불완전변태를 하기 때문에 바퀴벌레의 유충은 바퀴벌레의 성충과 거의 같은 모양을 하고 있으며 생활양식도 거의 같다.,"{'word': '바퀴벌레의 유충', 'start_idx': 14, 'end_idx': 21, 'type': 'INS'}","{'word': '불완전변태', 'start_idx': 0, 'end_idx': 4, 'type': 'PHY'}",곤충:특성
169,172,"모기는 낮에는 풀숲에서 잠을 자고 밤에 활동하는 야행성 동물로써, 모기의 성충은 일반적으로 과즙이나 꽃의 꿀 같은 당분을 주된 칼로리원으로 하며, 흡혈은 암컷의 난소 발육을 위해서만 필요하고, 수컷은 흡혈하지 않는다.","{'word': '모기', 'start_idx': 37, 'end_idx': 38, 'type': 'INS'}","{'word': '꽃의 꿀', 'start_idx': 56, 'end_idx': 59, 'type': 'POH'}",곤충:먹이
960,1010,"여러 종의 일개미는 알을 낳는 기관이 침으로 변형되어, 그 침을 약탈자를 굴복시키고 자신들의 둥지를 지켜내는 데 사용한다.","{'word': '일개미', 'start_idx': 6, 'end_idx': 8, 'type': 'INS'}","{'word': '침', 'start_idx': 21, 'end_idx': 21, 'type': 'PHY'}",곤충:특성
1192,1248,연구 결과에 따르면 북미의 사마귀는 왕사마귀와의 직접적인 먹이 경쟁을 피하기 위해 의도적으로 알집에서 늦게 부화하는 쪽으로 적응했다고 한다.,"{'word': '사마귀', 'start_idx': 15, 'end_idx': 17, 'type': 'INS'}","{'word': '북미', 'start_idx': 11, 'end_idx': 12, 'type': 'LOC'}",곤충:서식지
760,806,"하루살이의 유충이나 하루살이의 아성충에게는 입이 있지만, 하루살이의 성충은 입이 퇴화하여 흔적만 남고 먹이섭취를 하지 못하거나, 입이 있다고 해도 수분 섭취만 하는 정도이며, 번식활동을 한다.","{'word': '하루살이의 성충', 'start_idx': 32, 'end_idx': 39, 'type': 'INS'}","{'word': '수분 섭취', 'start_idx': 82, 'end_idx': 86, 'type': 'NOP'}",곤충:특성
210,213,"구세계와 신세계(아메리카 대륙)의 말라리아 모기는 9,500만 년 전 이후로 분화되었다고 여겨진다.","{'word': '말라리아 모기', 'start_idx': 19, 'end_idx': 25, 'type': 'INS'}","{'word': '신세계', 'start_idx': 5, 'end_idx': 7, 'type': 'LOC'}",곤충:서식지
514,518,어떤 흰개미는 특정 개미종과 관계를 맺어 다른 포식성 개미를 막기도 한다.,"{'word': '흰개미', 'start_idx': 3, 'end_idx': 5, 'type': 'INS'}","{'word': '포식성 개미', 'start_idx': 26, 'end_idx': 31, 'type': 'INS'}",관계없음
1188,1244,풀무치는 바람을 타고 시속 20km 속도로 날아다닐 수 있으며 하루에 100km 이상을 이동할 수 있다.,"{'word': '풀무치', 'start_idx': 0, 'end_idx': 2, 'type': 'INS'}","{'word': '시속 20km 속도', 'start_idx': 12, 'end_idx': 21, 'type': 'NOH'}",곤충:특성
435,439,첫번째는 ‘female-calling syndrome’으로 날개가 없고 일개미와 비슷한 형태를 가진 암개미가 개미집과 멀지 않은 장소에서 성 페로몬을 방출해 날개가 있는 수컷을 불러 모운다.,"{'word': '암개미', 'start_idx': 56, 'end_idx': 58, 'type': 'INS'}","{'word': '성 페로몬', 'start_idx': 77, 'end_idx': 81, 'type': 'PHY'}",곤충:특성
1129,1183,동화나 우화에서 개미는 대개 부지런하고 협동적인 성격으로 묘사된다.,"{'word': '개미', 'start_idx': 9, 'end_idx': 10, 'type': 'INS'}","{'word': '우화', 'start_idx': 4, 'end_idx': 5, 'type': 'POH'}",관계없음
276,279,사마귀목(Mantodea) 등과 가까운 것으로 생각되었으나 1999년 이후에 발표된 견해를 따라 오늘날에는 흰개미목(Isoptera)에 가장 가깝다는 의견이 지배적이다.,"{'word': '사마귀목', 'start_idx': 0, 'end_idx': 3, 'type': 'CLS'}","{'word': '1999년', 'start_idx': 33, 'end_idx': 37, 'type': 'DAT'}",관계없음
858,907,불개미는 베르나르 베르베르의 &lt;개미&gt;에 나오지만 소설 속 불개미는 불개미속의 다른 종인 홍개미이다.,"{'word': '불개미', 'start_idx': 38, 'end_idx': 40, 'type': 'INS'}","{'word': '홍개미', 'start_idx': 55, 'end_idx': 57, 'type': 'INS'}",관계없음
668,696,"남궁기아속(""Namkungia"")는 동굴생물학자 남궁준의 이름에서 유래했고, 동속 동대귀뚜라미붙이는 세계 최대의 귀뚜라미붙이이다.","{'word': '남궁기아속', 'start_idx': 0, 'end_idx': 4, 'type': 'CLS'}","{'word': '동대귀뚜라미붙이', 'start_idx': 46, 'end_idx': 53, 'type': 'CLS'}",관계없음
686,715,물방개(유충)= 턱 모양이 원 모양이다.,"{'word': '물방개', 'start_idx': 0, 'end_idx': 2, 'type': 'INS'}","{'word': '턱', 'start_idx': 9, 'end_idx': 9, 'type': 'PHY'}",곤충:특성
